state,city_latitude,city_longitude,date,time
AZ,32.250178747846064,-110.93932423894314,2013-12-03,20:00:00
FL,26.99206595744681,-82.12517872340426,2013-12-04,19:30:00
NV,39.488261177007296,-119.79257039233578,2013-12-05,06:00:00
AK,55.372,-131.6832,2013-12-05,17:04:00
FL,28.2178212244898,-81.61866346938776,2013-12-05,19:00:00
WA,45.658570363636365,-122.59014654545454,2013-12-05,20:00:00
CA,34.06284248175182,-117.76457459854016,2013-12-05,20:10:00
WA,47.9191,-122.6894,2013-12-05,23:52:00
NC,34.2644,-78.0591,2013-12-06,00:27:00
OK,36.111605596107054,-95.93798929440388,2013-12-06,01:30:00
UT,40.3969,-111.7919,2013-12-06,02:00:00
IL,42.2823,-87.8601,2013-12-06,06:40:00
FL,30.29747071057192,-81.63802726747545,2013-12-06,08:34:00
AZ,33.342,-112.1735,2013-12-06,16:15:00
TN,35.6829,-85.7653,2013-12-06,17:05:00
CA,32.989439999999995,-117.25623,2013-12-06,18:15:00
FL,26.99206595744681,-82.12517872340426,2013-12-06,19:15:00
UT,40.70897189097104,-111.8891066439523,2013-12-06,20:00:00
TX,33.0951,-96.8805,2013-12-06,20:00:00
TN,35.6233,-86.5651,2013-12-06,20:00:00
IN,39.80464175369887,-86.13773687989556,2013-12-06,20:30:00
CA,32.844500000000004,-117.25406666666666,2013-12-06,21:00:00
FL,30.24020303030303,-85.84677575757576,2013-12-06,21:00:00
FL,27.88919589090909,-82.76890778181819,2013-12-06,21:45:00
FL,26.2685,-80.2717,2013-12-06,22:20:00
CA,37.68325284974093,-122.46628704663212,2013-12-06,22:30:00
OR,45.510005224458205,-122.66458212074302,2013-12-06,22:40:00
NJ,40.6394,-74.4489,2013-12-07,00:30:00
CA,33.5409,-117.7846,2013-12-07,02:22:00
SC,32.81259372693727,-79.97198099630997,2013-12-07,02:45:00
OR,45.510005224458205,-122.66458212074302,2013-06-14,21:58:00
IL,39.78466012861736,-89.66887813504823,2013-06-14,22:05:00
OH,39.8026,-84.0154,2013-06-14,23:00:00
OH,39.8026,-84.0154,2013-06-14,23:00:00
PA,40.3434125,-76.4159375,2013-06-14,23:01:00
MI,43.357,-83.8598,2013-06-14,23:15:00
NV,36.14597551358516,-115.18457488402916,2013-06-15,00:10:00
MT,45.79417254901961,-108.5628480392157,2013-06-15,02:15:00
CA,33.78297508463101,-117.93160419769804,2013-06-15,02:22:00
SC,35.08152434210526,-81.67632894736842,2013-06-15,05:45:00
WI,44.5235988005997,-89.55720134932534,2013-06-15,11:00:00
NY,42.12438952062431,-75.8967789297659,2013-06-15,15:15:00
OH,41.3312,-81.1483,2013-06-15,15:15:00
HI,21.4254,-157.8138,2013-06-15,20:17:00
KS,37.6729,-97.6582,2013-06-15,20:50:00
MN,45.1832,-92.9466,2013-06-15,21:00:00
OH,40.81396480496454,-81.38704742907801,2013-06-15,21:00:00
PA,40.3719,-76.1993,2013-06-15,21:00:00
CA,33.6647,-117.1743,2013-06-15,21:00:00
NJ,39.946,-74.1581,2013-06-15,21:05:00
VA,36.86325715532286,-76.50853184991274,2013-06-15,21:25:00
CT,41.5168,-72.7235,2013-06-15,21:30:00
VA,37.68856580310881,-77.5423481865285,2013-06-15,21:30:00
WA,47.60567891170866,-122.33084005928434,2013-06-15,21:45:00
KY,38.3326,-82.9489,2013-06-15,22:00:00
OH,41.4519,-81.921,2013-06-15,22:00:00
GA,34.224157641921394,-84.4539248908297,2013-06-15,22:00:00
OR,44.94494771241831,-123.01479150326796,2013-06-15,22:30:00
WA,46.2542,-119.9165,2013-06-15,22:25:00
NY,43.2314,-77.309,2013-06-15,22:30:00
WI,45.3554,-92.5592,2013-06-15,22:30:00
WA,47.67811627329193,-117.38344844720498,2013-06-15,22:30:00
KY,38.4125,-85.5792,2013-06-15,23:05:00
CA,37.30222429467085,-120.48500250783698,2013-06-15,23:07:00
WA,47.5240352,-122.0043232,2013-06-15,23:30:00
NV,36.14597551358516,-115.18457488402916,2013-06-15,23:40:00
FL,28.51220019430052,-81.37852415803108,2013-08-13,19:25:00
GA,32.0057,-80.8548,2013-08-13,21:30:00
WA,45.658570363636365,-122.59014654545454,2013-08-13,21:45:00
FL,26.130387506148548,-80.22363615346778,2013-08-13,22:00:00
OH,41.1682,-81.2398,2013-08-13,22:20:00
WA,47.66839125,-122.11423,2013-08-13,22:30:00
NY,42.9967,-78.19690000000001,2013-08-13,22:40:00
OR,45.892,-123.9672,2013-08-13,23:00:00
IA,42.506,-94.1824,2013-08-13,23:30:00
IN,39.4815,-86.0615,2013-08-14,00:25:00
WA,46.8213,-123.0356,2013-08-14,00:30:00
OH,41.7061,-83.7044,2013-08-14,01:55:00
AZ,33.50378574057038,-112.077080174793,2013-08-14,03:33:00
FL,24.5615,-81.7818,2013-08-14,04:00:00
FL,26.1355,-80.2347,2013-08-14,05:25:00
CT,41.70539253731343,-72.67960895522388,2013-08-14,05:30:00
NJ,40.7924,-74.0096,2013-08-14,17:00:00
AR,35.4973,-94.2081,2013-08-14,19:00:00
ME,44.1036,-69.3666,2013-08-14,20:15:00
MS,31.5285,-89.4816,2013-08-14,20:20:00
AZ,33.40469829545455,-112.54259147727272,2013-08-14,21:00:00
SC,33.8341,-78.6586,2013-08-14,21:00:00
MA,42.6789,-72.0477,2013-08-14,21:00:00
PA,40.59996334231806,-75.48421563342318,2013-08-14,21:30:00
FL,26.5215,-82.1802,2013-08-14,21:50:00
CA,35.36754774947328,-119.04930197280216,2013-08-14,22:30:00
KS,38.8075,-94.9157,2013-08-14,22:30:00
TX,29.392133333333334,-95.08892,2013-08-14,22:39:00
ID,42.9474,-114.382,2013-08-14,23:10:00
CO,38.87714691753403,-104.76823722978384,2013-08-15,00:50:00
MD,39.6022,-75.9529,2013-08-15,04:40:00
CT,41.4568,-72.8245,2013-08-15,07:27:00
ME,44.6439,-69.5339,2013-08-15,11:00:00
OH,41.1701,-81.4424,2013-08-15,12:00:00
GA,32.9093,-84.72,2013-08-15,12:11:00
MO,39.0169,-94.292134,2013-08-15,14:00:00
MS,31.4599,-90.8433,2013-08-15,19:00:00
AR,34.51,-92.4841,2013-08-15,19:45:00
OH,41.47122005873052,-81.64465288005421,2013-08-15,20:15:00
AZ,33.50378574057038,-112.077080174793,2011-06-30,00:00:00
CT,41.6057,-73.1183,2011-07-15,21:00:00
MA,42.5301,-71.7553,2011-08-29,04:45:00
TX,30.0529,-95.1783,2012-04-29,21:22:00
ID,43.63091346704871,-116.41447908309456,2012-07-04,21:30:00
OR,45.510005224458205,-122.66458212074302,2012-07-23,15:00:00
WA,47.82752692307692,-122.27472403846151,2012-11-10,22:00:00
NH,43.4386,-71.1491,2013-04-19,18:30:00
FL,29.28850203703704,-81.08506290123456,2013-02-04,16:07:00
NC,34.5446,-77.9402,2013-05-19,19:15:00
PA,40.1705,-76.4166,2013-06-04,21:00:00
FL,28.47115818452381,-82.55369330357144,2013-06-07,22:00:00
NC,34.5446,-77.9402,2013-06-11,21:48:00
CA,34.04364759232729,-118.29956048233046,2013-06-22,22:00:00
FL,26.5215,-82.1802,2013-06-24,22:00:00
PA,41.242889473684215,-77.0082,2013-06-25,23:45:00
IN,41.5681,-87.1749,2013-06-26,20:00:00
OH,40.81396480496454,-81.38704742907801,2013-08-17,21:58:00
MI,42.8255,-82.5133,2013-08-17,22:15:00
OH,41.1682,-81.2398,2013-08-24,22:00:00
AZ,34.706,-112.0049,2013-08-25,21:25:00
MT,45.79417254901961,-108.5628480392157,2013-08-28,21:30:00
AR,35.4846,-93.4989,2013-09-04,01:00:00
MI,41.929,-85.0027,2013-09-08,02:30:00
TN,36.3834,-86.45120000000001,2013-09-14,15:00:00
WA,47.60567891170866,-122.33084005928434,2013-09-14,20:00:00
ID,46.7459,-116.7758,2013-09-16,23:00:00
ID,43.6692,-114.4858,2013-09-18,22:30:00
GA,34.223596829971186,-84.1367204610951,2013-09-18,23:50:00
WA,47.035427578475336,-122.89460784753363,2013-09-20,04:40:00
SC,33.85519637883008,-79.07296100278552,2013-09-23,05:30:00
CO,39.704,-105.6934,2013-09-28,15:30:00
AR,35.4846,-93.4989,2013-09-29,03:15:00
MO,38.782562762762765,-90.73297267267267,2013-09-28,21:10:00
PA,40.444534542102026,-79.97341339889367,2013-10-01,12:30:00
NY,40.8785,-72.95379999999999,2013-10-01,22:45:00
CA,37.76960492572322,-122.42365559030492,2013-10-02,11:45:00
NE,41.249867838765006,-96.03637804459692,2013-10-02,13:55:00
NV,36.14597551358516,-115.18457488402916,2013-10-02,14:15:00
NY,42.9558,-77.8446,2013-10-02,22:00:00
GA,33.9466050728863,-83.40942647230321,2013-10-03,00:10:00
VT,44.34342631578948,-72.77657894736842,2013-10-03,02:00:00
PA,40.2673,-74.9487,2013-10-03,04:30:00
CT,41.6868,-72.7248,2013-10-03,18:40:00
OR,45.510005224458205,-122.66458212074302,2013-10-03,19:40:00
VT,44.1968,-72.4976,2013-10-03,19:55:00
PA,40.0223,-79.0716,2013-10-03,20:00:00
CA,33.624652972972974,-117.88247513513514,2013-09-25,21:00:00
PA,40.228,-76.1159,2013-09-27,21:25:00
MT,47.0545,-109.4223,2013-09-27,22:00:00
VA,37.7799,-79.9881,2013-10-03,20:55:00
PA,40.444534542102026,-79.97341339889367,2013-10-01,12:30:00
IN,39.7668,-86.4013,2013-10-03,21:00:00
NC,36.0558,-78.2612,2013-10-03,21:00:00
OH,41.4694,-81.8541,2013-10-03,21:00:00
OR,42.272196577946765,-121.79880760456274,2013-09-19,11:20:00
KY,38.2174,-83.8957,2013-09-19,15:00:00
NM,35.117007033898304,-106.62212966101694,2013-09-19,19:45:00
RI,41.701,-71.5194,2013-09-19,20:00:00
NY,43.2657,-74.2308,2013-09-19,20:05:00
VT,44.4682,-72.6869,2013-09-19,20:10:00
WA,48.0872,-123.1146,2013-09-19,20:10:00
NJ,40.251,-74.0504,2013-09-19,20:30:00
MA,42.38908527607362,-71.10177791411043,2013-09-19,20:35:00
NY,42.1816,-76.8295,2013-09-19,21:05:00
PA,40.0146,-75.7136,2013-09-19,21:20:00
WA,47.29785454545455,-122.18462227272724,2013-09-19,21:23:00
VA,39.116400000000006,-77.7802,2013-09-19,22:55:00
MI,42.90899263803681,-85.7098509202454,2013-09-19,23:05:00
NH,42.8637,-71.5132,2013-09-20,01:05:00
WI,43.065156853713006,-87.96295263819096,2013-09-20,03:45:00
TX,30.0529,-95.1783,2013-09-20,06:00:00
SC,34.201397938144325,-82.15891237113402,2013-09-20,10:00:00
ME,44.0499,-69.528,2013-09-20,19:00:00
MD,38.9456,-76.1997,2013-09-20,19:20:00
NJ,39.98083545816733,-74.1926689243028,2013-09-20,19:30:00
UT,40.4953,-111.9439,2013-09-20,20:00:00
AZ,32.250178747846064,-110.93932423894314,2013-09-20,20:02:00
PA,40.516534328358205,-78.39917014925373,2013-09-20,20:15:00
PA,40.8325,-75.7014,2013-09-20,20:45:00
FL,29.039690170132324,-81.2940815689981,2013-09-20,21:45:00
FL,29.039690170132324,-81.2940815689981,2013-09-20,21:45:00
FL,27.889600000000005,-82.8409,2013-09-20,22:00:00
TN,36.2606,-83.1421,2013-09-20,22:30:00
NM,35.117007033898304,-106.62212966101694,2013-09-20,23:00:00
KS,37.5289,-96.6748,2013-09-20,23:00:00
SC,34.84092861083744,-82.3644801182266,2013-09-20,23:08:00
PA,39.9526,-75.2937,2013-09-20,23:30:00
MA,42.38908527607362,-71.10177791411043,2013-09-21,01:00:00
NC,35.60860691489362,-77.37575452127659,2013-09-21,02:00:00
TX,32.70402868988391,-97.01328352681038,2013-09-21,06:00:00
TN,35.9235,-88.7713,2013-09-21,08:45:00
IN,38.8729,-86.486,2013-09-21,19:00:00
PA,40.249182481751824,-75.62462700729927,2013-11-01,19:15:00
OH,39.177988417987706,-84.48937313706459,2013-11-01,19:15:00
OH,39.177988417987706,-84.48937313706459,2013-11-01,19:25:00
OH,39.177988417987706,-84.48937313706459,2013-11-01,19:30:00
CA,33.66450056980057,-117.3415319088319,2013-11-01,19:32:00
FL,27.638543902439025,-80.42037951219513,2013-11-01,20:15:00
MT,45.99787472118959,-112.595368401487,2013-11-01,20:20:00
GA,34.02685,-84.19324999999999,2013-11-01,20:29:00
TN,36.14108444607484,-86.78634372707263,2013-11-01,20:30:00
NM,35.476344,-108.761014,2013-11-01,20:30:00
NC,35.6857,-82.021,2013-11-01,21:00:00
NY,42.4754,-73.822,2013-11-01,21:00:00
TN,35.949673017170895,-84.01413319705642,2013-11-01,22:00:00
NY,41.744,-74.1067,2013-11-01,22:00:00
WA,47.32691379310345,-122.61801896551724,2013-11-01,22:20:00
VA,38.87604944099379,-77.10110919254659,2013-11-01,22:42:00
SD,44.072000714285714,-103.255555,2013-11-02,01:00:00
UT,41.23240188679245,-111.97078092243189,2013-11-02,01:25:00
MA,42.38908527607362,-71.10177791411043,2013-11-02,02:00:00
WA,45.9219,-122.7126,2013-11-02,06:40:00
WA,46.8058,-120.9921,2013-11-02,07:00:00
NJ,39.8795,-75.0671,2013-11-02,07:15:00
MT,46.62742905982906,-112.01273504273504,2013-11-02,18:40:00
VT,43.164,-73.0671,2013-11-02,18:50:00
NH,42.8674,-71.3793,2013-11-02,19:00:00
CO,38.9541,-104.5472,2013-11-02,19:00:00
TX,30.0931,-97.85649999999998,2013-11-02,19:15:00
PA,40.2673,-74.9487,2013-11-02,19:45:00
ME,43.734,-70.2625,2013-11-02,19:45:00
AZ,33.910799999999995,-112.8324052631579,2013-11-02,19:30:00
MI,42.5138,-82.9396,2013-11-02,20:00:00
CA,38.442850156739816,-122.71911818181816,2013-11-02,20:10:00
AK,61.57892189781022,-149.4223773722628,2013-11-02,20:23:00
MA,42.2123,-70.9619,2013-11-02,20:30:00
CA,38.75928433048433,-121.30195356125355,2012-12-31,18:30:00
MS,31.111657142857144,-90.51255714285716,2012-12-31,19:00:00
AL,32.420415,-87.02088583333332,2012-12-31,19:15:00
SC,32.9918,-80.1187,2012-12-31,19:15:00
WA,48.0872,-123.1146,2012-12-31,19:30:00
CA,38.442850156739816,-122.71911818181816,2012-12-31,20:00:00
KY,38.22153870454997,-85.66253357838266,2012-12-31,20:00:00
FL,26.631337131630648,-81.98813163064834,2012-12-31,20:04:00
AZ,33.64081497461929,-112.2297774111675,2012-12-31,20:28:00
FL,28.51220019430052,-81.37852415803108,2012-12-31,20:35:00
WA,48.5062,-122.6291,2012-12-31,20:45:00
NC,35.8726,-80.0929,2012-12-31,20:45:00
FL,28.88510170940171,-81.3093205128205,2012-12-31,20:45:00
ID,43.50987026143791,-111.97066732026144,2012-12-31,20:53:00
FL,29.655391353996738,-82.3572735725938,2012-12-31,21:00:00
AZ,33.57951360201511,-112.19445289672544,2012-12-31,21:00:00
FL,26.57449479326187,-81.84195007656969,2012-12-31,21:10:00
FL,28.7662,-81.3695,2012-12-31,21:15:00
CA,34.512540880503146,-117.20698113207548,2012-12-31,21:17:00
SC,34.84092861083744,-82.3644801182266,2012-12-31,21:30:00
NH,42.8674,-71.3793,2012-12-31,21:35:00
MN,44.92714346764346,-93.11580262515264,2012-12-31,21:45:00
AZ,35.09131569767442,-114.57903546511628,2012-12-31,22:00:00
OR,43.2287909090909,-123.30939772727272,2012-12-31,22:00:00
CT,41.6117,-72.6652,2012-12-31,22:00:00
ID,43.60549990147784,-116.2386509359606,2012-12-31,22:15:00
TN,35.9698,-86.5061,2012-12-31,22:30:00
OR,44.05453839285714,-121.32883875,2012-12-31,22:30:00
MT,45.669527315914486,-111.1245971496437,2012-12-31,22:40:00
CA,32.83618741746148,-117.16250519075568,2012-12-31,22:52:00
VT,44.1968,-72.4976,2012-12-31,23:00:00
CA,37.87089395348837,-122.27033581395348,2012-12-31,23:00:00
CO,40.14957715133532,-105.03690148367951,2013-11-07,21:47:00
NC,35.20391464346695,-80.83452070900073,2013-11-08,22:00:00
KS,38.90829803094233,-94.68816315049226,2013-11-09,20:40:00
TX,32.71174893813481,-97.12059116651278,2013-11-09,00:00:00
FL,28.51220019430052,-81.37852415803108,2013-11-10,15:29:00
CO,39.08346391304348,-108.5480495652174,2013-11-10,17:00:00
IL,41.92678047337278,-88.332124852071,2013-11-10,17:50:00
WA,47.02310000000001,-122.2886,2013-11-10,18:25:00
OH,40.3869,-82.4901,2013-11-10,19:15:00
TX,32.87363290657439,-96.96641245674742,2013-11-10,21:00:00
AR,35.81321963190184,-90.72393527607362,2013-11-10,21:00:00
FL,30.6088,-84.4193,2013-11-10,21:45:00
VA,36.81995421052631,-76.08601184210526,2013-11-10,22:00:00
WA,48.1077,-122.7945,2013-11-11,15:45:00
AZ,33.19316581196581,-111.53355213675214,2013-11-11,17:00:00
VA,36.62419,-82.19071166666666,2013-11-11,18:15:00
ID,47.719016320166325,-116.78306746361746,2013-11-11,18:23:00
AZ,33.40788678459938,-111.75088054110302,2013-11-11,19:03:00
FL,26.45425432525952,-80.11988166089967,2013-11-11,19:30:00
AZ,33.64081497461929,-112.2297774111675,2013-11-11,20:30:00
FL,26.607363356973995,-80.1262378250591,2013-11-11,20:37:00
FL,28.24330525920361,-82.70653816679189,2013-11-11,21:00:00
WI,42.8074,-88.4043,2013-11-11,21:19:00
LA,30.42395904255319,-91.1015675531915,2013-11-11,22:00:00
WI,42.9997,-88.8106,2013-11-11,22:00:00
IA,41.64627098976109,-91.53341023890783,2013-11-11,23:56:00
TN,35.92761725146199,-86.84283245614036,2013-11-12,01:00:00
OH,39.8562,-82.879,2013-11-12,01:15:00
OR,44.90901635514019,-123.98888107476635,2013-11-12,02:48:00
CO,40.0222423857868,-105.25553350253809,2013-04-22,02:04:00
AZ,33.50378574057038,-112.077080174793,2013-04-22,18:00:00
OR,44.94494771241831,-123.01479150326796,2013-04-22,18:25:00
CA,38.4175824074074,-121.4084799382716,2013-04-22,21:00:00
AZ,33.2874,-111.0924,2013-04-22,21:00:00
TN,35.11963024462565,-89.9387742772424,2013-04-22,22:00:00
IL,42.09328095238095,-87.97988835978836,2013-04-22,22:10:00
HI,21.9837,-159.3693,2013-04-22,22:45:00
OR,44.628,-123.9256,2013-04-22,22:15:00
MI,42.952540919904834,-85.64894758128469,2013-04-22,23:00:00
LA,30.3987,-89.7823,2013-04-22,23:50:00
MI,42.2368375,-83.61191636904762,2013-04-23,03:15:00
FL,27.813,-81.5155,2013-04-23,20:50:00
TN,36.4841,-88.895,2013-04-23,21:00:00
KY,37.146377464788735,-84.1005985915493,2013-04-23,21:00:00
NC,35.8440935483871,-80.28247379032257,2013-04-23,22:00:00
NY,43.061,-75.3874,2013-04-23,23:00:00
FL,30.29747071057192,-81.63802726747545,2013-04-24,00:00:00
WA,47.8561,-121.9467,2013-04-24,20:20:00
PA,40.52709999999999,-75.5617,2013-04-24,20:30:00
AZ,33.57951360201511,-112.19445289672544,2013-04-24,21:00:00
OR,42.29504748574391,-122.89079289787456,2013-04-24,21:15:00
OR,45.51989340659341,-122.96465384615384,2013-04-24,21:45:00
KS,39.103,-100.468,2013-04-24,22:00:00
NC,34.15955072463768,-77.87288260869565,2013-04-24,22:45:00
MO,36.6984,-93.11150000000002,2013-04-24,23:00:00
NC,34.15955072463768,-77.87288260869565,2013-04-24,23:00:00
OK,36.115370469798656,-97.06083758389262,2013-04-24,00:00:00
WI,42.9016,-88.0095,2013-04-25,05:30:00
OR,42.055,-124.2803,2013-11-25,22:00:00
KS,38.9694,-94.6266,2013-11-25,23:20:00
NC,35.98736391221891,-78.88665757247358,2013-11-26,00:00:00
NY,42.1113,-73.5526,2013-11-26,01:00:00
NJ,39.8602,-74.8247,2013-11-26,01:30:00
SC,35.01135190615835,-80.92306862170088,2013-11-26,06:00:00
KS,37.6996695505618,-97.3295995505618,2013-11-26,06:15:00
OK,35.1526,-97.8532,2013-11-26,07:30:00
CA,33.44652650602409,-117.62985903614458,2013-11-26,17:15:00
CA,33.86895981220657,-117.54791830985916,2013-11-26,17:40:00
IL,40.14306923076924,-87.63335076923077,2013-11-26,17:45:00
CO,40.55766183035714,-105.06998772321428,2013-11-26,18:30:00
CA,33.67701690929451,-117.78627312430012,2013-11-26,19:00:00
UT,41.6352,-111.9324,2013-11-26,19:00:00
AZ,33.3956967032967,-111.53908791208792,2013-11-26,19:05:00
OH,41.076,-80.5979,2013-11-26,20:24:00
NC,36.0765918699187,-79.46406237989652,2013-11-26,20:30:00
TX,29.979199999999995,-93.9546,2013-11-26,22:00:00
TX,33.545883876221495,-101.89760162866448,2013-11-26,23:00:00
ID,43.7282,-111.98890000000002,2013-11-27,07:35:00
OK,35.46855529225908,-97.53461224328592,2013-11-27,13:11:00
CA,36.84447712765957,-121.36713882978724,2013-11-27,16:00:00
TN,35.92761725146199,-86.84283245614036,2013-11-27,17:00:00
MN,44.0794,-93.2188,2013-11-27,18:00:00
CO,38.286499613899615,-104.6427362934363,2013-11-27,18:00:00
OK,36.2862,-95.8227,2013-11-27,19:00:00
VA,38.299510852713176,-77.50067390180878,2013-11-27,19:00:00
AZ,33.50378574057038,-112.077080174793,2013-11-27,19:10:00
AZ,32.250178747846064,-110.93932423894314,2013-11-27,19:30:00
NE,40.804074301940375,-96.66960586843352,2013-11-27,21:14:00
AL,34.3454,-86.274,2013-11-27,22:40:00
AZ,33.290955743243245,-111.84674712837838,2013-11-28,00:00:00
FL,28.1987,-81.8083,2013-11-28,01:50:00
WI,43.065156853713006,-87.96295263819096,2013-11-28,06:15:00
PA,40.4441,-75.345,2013-11-28,07:35:00
FL,26.36858615384616,-80.13743384615385,2013-12-07,07:00:00
FL,28.24330525920361,-82.70653816679189,2013-12-07,11:30:00
WA,47.035427578475336,-122.89460784753363,2013-12-07,16:00:00
CA,38.36414785276074,-121.96917116564418,2013-12-07,18:30:00
VT,43.616678125,-72.96403125,2013-12-07,18:30:00
FL,25.77722564784053,-80.25922518272425,2013-12-07,18:30:00
FL,26.3674552238806,-81.76099552238807,2013-12-07,18:45:00
CA,39.54825866666667,-121.50587333333334,2013-12-07,19:00:00
PA,40.4986,-75.6867,2013-12-07,19:15:00
MA,42.2878,-71.3587,2013-12-07,19:30:00
PA,40.154820967741934,-74.84886290322581,2013-12-07,20:00:00
FL,30.29747071057192,-81.63802726747545,2013-12-07,20:03:00
AZ,33.315533774834435,-111.75197284768213,2013-12-07,20:30:00
CA,33.78297508463101,-117.93160419769804,2013-12-07,20:45:00
IL,42.417,-88.9995,2013-12-07,21:15:00
CA,39.111255828220855,-121.6275073619632,2013-12-07,21:24:00
CA,38.4074718875502,-122.264,2013-12-07,22:00:00
NC,35.03850676020408,-78.94700994897958,2013-12-07,23:14:00
FL,28.00877654729869,-82.4813833471331,2013-12-08,10:25:00
PA,39.8343,-76.5897,2013-12-08,18:00:00
OR,45.51989340659341,-122.96465384615384,2013-12-08,18:20:00
FL,28.182200000000005,-80.6117,2013-12-08,18:30:00
NV,36.02151851851852,-115.0508150097466,2013-12-08,19:20:00
TX,29.0378,-95.698,2013-12-08,20:00:00
FL,28.76461931034483,-82.53182965517242,2013-12-08,20:30:00
CA,33.6056,-117.2662,2013-12-08,21:30:00
WA,47.50417904191617,-122.61133592814372,2013-12-08,22:46:00
NH,43.573269696969696,-71.47784242424244,2013-12-09,04:11:00
CO,39.86982857142857,-104.97587142857144,2013-12-09,06:16:00
ND,47.90697151898735,-97.04581962025316,2013-12-09,11:45:00
IL,42.362954491017966,-87.86540538922156,2013-12-09,15:00:00
KY,36.8806,-88.3548,2013-12-09,17:15:00
OH,39.4251,-81.46129999999998,2013-12-09,18:20:00
WY,44.354,-106.7098,2013-12-09,18:30:00
CA,37.54738273615635,-121.9819990228013,2013-12-09,19:00:00
IL,39.78466012861736,-89.66887813504823,2013-12-09,19:48:00
OR,45.49789166666666,-122.41613166666666,2013-12-09,19:50:00
NJ,40.53300456621004,-74.39330353881277,2013-12-09,20:00:00
CA,33.86201618257262,-118.37128921161826,2013-12-09,21:00:00
PA,42.099613379396985,-80.03725527638191,2013-06-16,00:05:00
MI,42.27631913946588,-83.73340163204747,2013-06-16,00:23:00
CT,41.17678816568047,-73.25842662721894,2013-06-16,12:00:00
TX,30.067444827586204,-95.64934597701148,2013-06-16,12:00:00
CO,39.55256666666667,-104.98473333333334,2013-06-16,13:00:00
WI,45.1924,-87.7985,2013-06-16,15:15:00
IL,42.09328095238095,-87.97988835978836,2013-06-16,16:00:00
HI,20.914094071146245,-156.67488181818183,2013-06-16,17:15:00
IL,41.1683,-87.8779,2013-06-16,19:00:00
WI,43.065156853713006,-87.96295263819096,2013-06-16,20:41:00
NV,36.14597551358516,-115.18457488402916,2013-06-16,21:00:00
AZ,32.250178747846064,-110.93932423894314,2013-06-16,21:00:00
OH,41.6197,-83.7282,2013-06-16,22:00:00
OR,45.84859999999999,-119.2848,2013-06-16,22:30:00
IA,42.4956357400722,-96.38234584837544,2013-06-16,22:30:00
IN,41.6728,-87.50199999999998,2013-06-16,22:45:00
MA,42.13063636363636,-72.75510303030303,2013-06-17,00:30:00
PA,41.0755,-75.3281,2013-06-17,01:00:00
AZ,33.50378574057038,-112.077080174793,2013-06-17,18:00:00
MD,39.262,-76.82965,2013-06-17,21:00:00
TN,35.4832575,-86.4625675,2013-06-17,21:00:00
LA,29.5239,-90.3346,2013-06-17,21:28:00
NE,40.804074301940375,-96.66960586843352,2013-06-17,22:00:00
ME,44.82142718446602,-68.79837063106797,2013-06-17,22:30:00
IA,42.4845577922078,-92.346562987013,2013-06-17,23:00:00
PA,40.9732,-75.5835,2013-06-17,23:51:00
VA,37.52289036144578,-77.47437610441767,2013-06-18,00:00:00
MI,43.22008137535816,-86.22742693409742,2013-06-18,00:00:00
MA,42.2123,-70.9619,2013-06-18,00:34:00
PA,41.242889473684215,-77.0082,2013-06-18,01:00:00
GA,33.43738823529412,-84.47572647058824,2013-06-18,14:30:00
RI,41.9853,-71.5184,2013-06-18,17:00:00
AZ,31.3764,-110.9507,2013-06-18,22:00:00
AZ,32.250178747846064,-110.93932423894314,2013-06-18,22:15:00
MN,45.2815,-93.4195,2013-08-15,21:00:00
NH,42.8276,-71.6595,2013-08-15,20:52:00
TN,35.694551537335286,-84.06088294289897,2013-08-15,21:30:00
MI,42.57794732142857,-83.02673035714285,2013-08-15,21:45:00
FL,26.5215,-82.1802,2013-08-15,21:45:00
CA,33.612665142857146,-117.65474914285714,2013-08-15,21:58:00
NC,36.2033,-79.1674,2013-08-15,22:00:00
WA,47.93059999999999,-124.4022,2013-08-15,22:55:00
CT,41.7938,-72.8581,2013-08-15,23:00:00
WI,43.06727005589566,-89.37563939313281,2013-08-16,01:10:00
WA,46.2542,-119.9165,2013-08-16,10:50:00
CO,39.2027,-104.8518,2013-08-16,21:00:00
OH,39.9581,-82.8068,2013-08-16,21:30:00
VA,38.299510852713176,-77.50067390180878,2013-08-16,21:30:00
KY,38.7295,-84.8805,2013-08-16,21:40:00
OH,40.0326,-82.8799,2013-08-16,21:45:00
NY,43.04821654894046,-76.1627438950555,2013-08-16,22:00:00
CO,39.495717582417576,-104.80772490842492,2013-08-16,22:00:00
NC,35.901,-81.2134,2013-08-16,22:00:00
TX,29.9638,-98.9062,2013-08-16,22:00:00
FL,28.51220019430052,-81.37852415803108,2013-08-16,22:06:00
MI,41.91214,-83.4667,2013-08-16,22:15:00
WA,47.8997,-120.1497,2013-08-16,22:20:00
FL,26.5215,-82.1802,2013-08-16,22:30:00
IA,42.50225025125628,-90.69475879396984,2013-08-16,22:30:00
CA,37.5855,-120.9453,2013-08-16,23:00:00
MD,39.580533333333335,-77.00096666666667,2013-08-16,23:00:00
NJ,40.2993,-73.9891,2013-08-16,23:00:00
CA,32.83618741746148,-117.16250519075568,2013-08-17,01:00:00
FL,28.51220019430052,-81.37852415803108,2013-08-17,03:05:00
WI,43.06727005589566,-89.37563939313281,2013-08-17,07:30:00
